id	posx	posy	h	type	mass	dx	dy
225	-0.166667	-0.093434	0.005000	1	0.025000	0.005000	0.005000
226	-0.166667	-0.088384	0.005000	1	0.025000	0.005000	0.005000
227	-0.166667	-0.083333	0.005000	1	0.025000	0.005000	0.005000
228	-0.490000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
229	-0.482000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
230	-0.474000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
231	-0.466000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
232	-0.458000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
233	-0.450000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
234	-0.442000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
235	-0.434000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
236	-0.426000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
237	-0.418000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
238	-0.410000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
239	-0.402000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
240	-0.394000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
241	-0.386000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
242	-0.378000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
243	-0.370000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
244	-0.362000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
245	-0.354000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
246	-0.346000	-0.075000	0.008000	0	0.064000	0.008000	0.008000
247	-0.490000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
248	-0.482000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
249	-0.474000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
250	-0.466000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
251	-0.458000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
252	-0.450000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
253	-0.442000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
254	-0.434000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
255	-0.426000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
256	-0.418000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
257	-0.410000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
258	-0.402000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
259	-0.394000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
260	-0.386000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
261	-0.378000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
262	-0.370000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
263	-0.362000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
264	-0.354000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
265	-0.346000	-0.067000	0.008000	0	0.064000	0.008000	0.008000
266	-0.490000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
267	-0.482000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
268	-0.474000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
269	-0.466000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
