id	posx	posy	h	type
208	-0.362000	-0.107000	0.010000	0
209	-0.354000	-0.107000	0.010000	0
210	-0.346000	-0.107000	0.010000	0
211	-0.338000	-0.107000	0.010000	0
212	-0.330000	-0.107000	0.010000	0
213	-0.322000	-0.107000	0.010000	0
214	-0.314000	-0.107000	0.010000	0
215	-0.306000	-0.107000	0.010000	0
216	-0.298000	-0.107000	0.010000	0
217	-0.290000	-0.107000	0.010000	0
218	-0.282000	-0.107000	0.010000	0
219	-0.274000	-0.107000	0.010000	0
220	-0.266000	-0.107000	0.010000	0
221	-0.258000	-0.107000	0.010000	0
222	-0.490000	-0.099000	0.010000	0
223	-0.482000	-0.099000	0.010000	0
224	-0.474000	-0.099000	0.010000	0
225	-0.466000	-0.099000	0.010000	0
226	-0.458000	-0.099000	0.010000	0
227	-0.450000	-0.099000	0.010000	0
228	-0.442000	-0.099000	0.010000	0
229	-0.434000	-0.099000	0.010000	0
230	-0.426000	-0.099000	0.010000	0
231	-0.418000	-0.099000	0.010000	0
232	-0.410000	-0.099000	0.010000	0
233	-0.402000	-0.099000	0.010000	0
234	-0.394000	-0.099000	0.010000	0
235	-0.386000	-0.099000	0.010000	0
236	-0.378000	-0.099000	0.010000	0
237	-0.370000	-0.099000	0.010000	0
238	-0.362000	-0.099000	0.010000	0
239	-0.354000	-0.099000	0.010000	0
240	-0.346000	-0.099000	0.010000	0
241	-0.338000	-0.099000	0.010000	0
242	-0.330000	-0.099000	0.010000	0
243	-0.322000	-0.099000	0.010000	0
244	-0.314000	-0.099000	0.010000	0
245	-0.306000	-0.099000	0.010000	0
246	-0.298000	-0.099000	0.010000	0
247	-0.290000	-0.099000	0.010000	0
248	-0.282000	-0.099000	0.010000	0
249	-0.274000	-0.099000	0.010000	0
250	-0.266000	-0.099000	0.010000	0
251	-0.258000	-0.099000	0.010000	0
252	-0.490000	-0.091000	0.010000	0
253	-0.482000	-0.091000	0.010000	0
254	-0.474000	-0.091000	0.010000	0
255	-0.466000	-0.091000	0.010000	0
256	-0.458000	-0.091000	0.010000	0
257	-0.450000	-0.091000	0.010000	0
258	-0.442000	-0.091000	0.010000	0
259	-0.434000	-0.091000	0.010000	0
260	-0.426000	-0.091000	0.010000	0
261	-0.418000	-0.091000	0.010000	0
262	-0.410000	-0.091000	0.010000	0
263	-0.402000	-0.091000	0.010000	0
264	-0.394000	-0.091000	0.010000	0
265	-0.386000	-0.091000	0.010000	0
266	-0.378000	-0.091000	0.010000	0
267	-0.370000	-0.091000	0.010000	0
268	-0.362000	-0.091000	0.010000	0
269	-0.354000	-0.091000	0.010000	0
270	-0.346000	-0.091000	0.010000	0
271	-0.338000	-0.091000	0.010000	0
272	-0.330000	-0.091000	0.010000	0
273	-0.322000	-0.091000	0.010000	0
274	-0.314000	-0.091000	0.010000	0
275	-0.306000	-0.091000	0.010000	0
276	-0.298000	-0.091000	0.010000	0
277	-0.290000	-0.091000	0.010000	0
278	-0.282000	-0.091000	0.010000	0
279	-0.274000	-0.091000	0.010000	0
280	-0.266000	-0.091000	0.010000	0
281	-0.258000	-0.091000	0.010000	0
282	-0.490000	-0.083000	0.010000	0
283	-0.482000	-0.083000	0.010000	0
284	-0.474000	-0.083000	0.010000	0
285	-0.466000	-0.083000	0.010000	0
286	-0.458000	-0.083000	0.010000	0
287	-0.450000	-0.083000	0.010000	0
288	-0.442000	-0.083000	0.010000	0
289	-0.434000	-0.083000	0.010000	0
290	-0.426000	-0.083000	0.010000	0
291	-0.418000	-0.083000	0.010000	0
292	-0.410000	-0.083000	0.010000	0
293	-0.402000	-0.083000	0.010000	0
294	-0.394000	-0.083000	0.010000	0
295	-0.386000	-0.083000	0.010000	0
296	-0.378000	-0.083000	0.010000	0
297	-0.370000	-0.083000	0.010000	0
298	-0.362000	-0.083000	0.010000	0
299	-0.354000	-0.083000	0.010000	0
300	-0.346000	-0.083000	0.010000	0
301	-0.338000	-0.083000	0.010000	0
302	-0.330000	-0.083000	0.010000	0
303	-0.322000	-0.083000	0.010000	0
304	-0.314000	-0.083000	0.010000	0
305	-0.306000	-0.083000	0.010000	0
306	-0.298000	-0.083000	0.010000	0
307	-0.290000	-0.083000	0.010000	0
308	-0.282000	-0.083000	0.010000	0
309	-0.274000	-0.083000	0.010000	0
310	-0.266000	-0.083000	0.010000	0
311	-0.258000	-0.083000	0.010000	0
312	-0.490000	-0.075000	0.010000	0
313	-0.482000	-0.075000	0.010000	0
314	-0.474000	-0.075000	0.010000	0
315	-0.466000	-0.075000	0.010000	0
316	-0.458000	-0.075000	0.010000	0
317	-0.450000	-0.075000	0.010000	0
318	-0.442000	-0.075000	0.010000	0
319	-0.434000	-0.075000	0.010000	0
320	-0.426000	-0.075000	0.010000	0
321	-0.418000	-0.075000	0.010000	0
322	-0.410000	-0.075000	0.010000	0
323	-0.402000	-0.075000	0.010000	0
324	-0.394000	-0.075000	0.010000	0
325	-0.386000	-0.075000	0.010000	0
326	-0.378000	-0.075000	0.010000	0
327	-0.370000	-0.075000	0.010000	0
328	-0.362000	-0.075000	0.010000	0
329	-0.354000	-0.075000	0.010000	0
330	-0.346000	-0.075000	0.010000	0
331	-0.338000	-0.075000	0.010000	0
332	-0.330000	-0.075000	0.010000	0
333	-0.322000	-0.075000	0.010000	0
334	-0.314000	-0.075000	0.010000	0
335	-0.306000	-0.075000	0.010000	0
336	-0.298000	-0.075000	0.010000	0
337	-0.290000	-0.075000	0.010000	0
338	-0.282000	-0.075000	0.010000	0
339	-0.274000	-0.075000	0.010000	0
340	-0.266000	-0.075000	0.010000	0
341	-0.258000	-0.075000	0.010000	0
342	-0.490000	-0.067000	0.010000	0
343	-0.482000	-0.067000	0.010000	0
344	-0.474000	-0.067000	0.010000	0
345	-0.466000	-0.067000	0.010000	0
346	-0.458000	-0.067000	0.010000	0
347	-0.450000	-0.067000	0.010000	0
348	-0.442000	-0.067000	0.010000	0
349	-0.434000	-0.067000	0.010000	0
350	-0.426000	-0.067000	0.010000	0
351	-0.418000	-0.067000	0.010000	0
352	-0.410000	-0.067000	0.010000	0
353	-0.402000	-0.067000	0.010000	0
354	-0.394000	-0.067000	0.010000	0
355	-0.386000	-0.067000	0.010000	0
356	-0.378000	-0.067000	0.010000	0
357	-0.370000	-0.067000	0.010000	0
358	-0.362000	-0.067000	0.010000	0
359	-0.354000	-0.067000	0.010000	0
360	-0.346000	-0.067000	0.010000	0
361	-0.338000	-0.067000	0.010000	0
362	-0.330000	-0.067000	0.010000	0
363	-0.322000	-0.067000	0.010000	0
364	-0.314000	-0.067000	0.010000	0
365	-0.306000	-0.067000	0.010000	0
366	-0.298000	-0.067000	0.010000	0
367	-0.290000	-0.067000	0.010000	0
368	-0.282000	-0.067000	0.010000	0
369	-0.274000	-0.067000	0.010000	0
370	-0.266000	-0.067000	0.010000	0
371	-0.258000	-0.067000	0.010000	0
372	-0.490000	-0.059000	0.010000	0
373	-0.482000	-0.059000	0.010000	0
374	-0.474000	-0.059000	0.010000	0
375	-0.466000	-0.059000	0.010000	0
376	-0.458000	-0.059000	0.010000	0
377	-0.450000	-0.059000	0.010000	0
378	-0.442000	-0.059000	0.010000	0
379	-0.434000	-0.059000	0.010000	0
380	-0.426000	-0.059000	0.010000	0
381	-0.418000	-0.059000	0.010000	0
382	-0.410000	-0.059000	0.010000	0
383	-0.402000	-0.059000	0.010000	0
384	-0.394000	-0.059000	0.010000	0
385	-0.386000	-0.059000	0.010000	0
386	-0.378000	-0.059000	0.010000	0
387	-0.370000	-0.059000	0.010000	0
388	-0.362000	-0.059000	0.010000	0
389	-0.354000	-0.059000	0.010000	0
390	-0.346000	-0.059000	0.010000	0
391	-0.338000	-0.059000	0.010000	0
392	-0.330000	-0.059000	0.010000	0
393	-0.322000	-0.059000	0.010000	0
394	-0.314000	-0.059000	0.010000	0
395	-0.306000	-0.059000	0.010000	0
396	-0.298000	-0.059000	0.010000	0
397	-0.290000	-0.059000	0.010000	0
398	-0.282000	-0.059000	0.010000	0
399	-0.274000	-0.059000	0.010000	0
400	-0.266000	-0.059000	0.010000	0
401	-0.258000	-0.059000	0.010000	0
402	-0.490000	-0.051000	0.010000	0
403	-0.482000	-0.051000	0.010000	0
404	-0.474000	-0.051000	0.010000	0
405	-0.466000	-0.051000	0.010000	0
406	-0.458000	-0.051000	0.010000	0
407	-0.450000	-0.051000	0.010000	0
408	-0.442000	-0.051000	0.010000	0
409	-0.434000	-0.051000	0.010000	0
410	-0.426000	-0.051000	0.010000	0
411	-0.418000	-0.051000	0.010000	0
412	-0.410000	-0.051000	0.010000	0
413	-0.402000	-0.051000	0.010000	0
414	-0.394000	-0.051000	0.010000	0
415	-0.386000	-0.051000	0.010000	0
416	-0.378000	-0.051000	0.010000	0
417	-0.370000	-0.051000	0.010000	0
418	-0.362000	-0.051000	0.010000	0
419	-0.354000	-0.051000	0.010000	0
420	-0.346000	-0.051000	0.010000	0
421	-0.338000	-0.051000	0.010000	0
422	-0.330000	-0.051000	0.010000	0
423	-0.322000	-0.051000	0.010000	0
424	-0.314000	-0.051000	0.010000	0
425	-0.306000	-0.051000	0.010000	0
426	-0.298000	-0.051000	0.010000	0
427	-0.290000	-0.051000	0.010000	0
428	-0.282000	-0.051000	0.010000	0
429	-0.274000	-0.051000	0.010000	0
430	-0.266000	-0.051000	0.010000	0
431	-0.258000	-0.051000	0.010000	0
432	-0.490000	-0.043000	0.010000	0
433	-0.482000	-0.043000	0.010000	0
434	-0.474000	-0.043000	0.010000	0
435	-0.466000	-0.043000	0.010000	0
436	-0.458000	-0.043000	0.010000	0
437	-0.450000	-0.043000	0.010000	0
438	-0.442000	-0.043000	0.010000	0
439	-0.434000	-0.043000	0.010000	0
440	-0.426000	-0.043000	0.010000	0
441	-0.418000	-0.043000	0.010000	0
442	-0.410000	-0.043000	0.010000	0
443	-0.402000	-0.043000	0.010000	0
444	-0.394000	-0.043000	0.010000	0
445	-0.386000	-0.043000	0.010000	0
446	-0.378000	-0.043000	0.010000	0
447	-0.370000	-0.043000	0.010000	0
448	-0.362000	-0.043000	0.010000	0
449	-0.354000	-0.043000	0.010000	0
450	-0.346000	-0.043000	0.010000	0
451	-0.338000	-0.043000	0.010000	0
452	-0.330000	-0.043000	0.010000	0
453	-0.322000	-0.043000	0.010000	0
454	-0.314000	-0.043000	0.010000	0
455	-0.306000	-0.043000	0.010000	0
456	-0.298000	-0.043000	0.010000	0
457	-0.290000	-0.043000	0.010000	0
458	-0.282000	-0.043000	0.010000	0
459	-0.274000	-0.043000	0.010000	0
460	-0.266000	-0.043000	0.010000	0
461	-0.258000	-0.043000	0.010000	0
462	-0.490000	-0.035000	0.010000	0
463	-0.482000	-0.035000	0.010000	0
464	-0.474000	-0.035000	0.010000	0
465	-0.466000	-0.035000	0.010000	0
466	-0.458000	-0.035000	0.010000	0
467	-0.450000	-0.035000	0.010000	0
468	-0.442000	-0.035000	0.010000	0
469	-0.434000	-0.035000	0.010000	0
470	-0.426000	-0.035000	0.010000	0
471	-0.418000	-0.035000	0.010000	0
472	-0.410000	-0.035000	0.010000	0
473	-0.402000	-0.035000	0.010000	0
474	-0.394000	-0.035000	0.010000	0
475	-0.386000	-0.035000	0.010000	0
476	-0.378000	-0.035000	0.010000	0
477	-0.370000	-0.035000	0.010000	0
478	-0.362000	-0.035000	0.010000	0
479	-0.354000	-0.035000	0.010000	0
480	-0.346000	-0.035000	0.010000	0
481	-0.338000	-0.035000	0.010000	0
482	-0.330000	-0.035000	0.010000	0
483	-0.322000	-0.035000	0.010000	0
484	-0.314000	-0.035000	0.010000	0
485	-0.306000	-0.035000	0.010000	0
486	-0.298000	-0.035000	0.010000	0
487	-0.290000	-0.035000	0.010000	0
488	-0.282000	-0.035000	0.010000	0
489	-0.274000	-0.035000	0.010000	0
490	-0.266000	-0.035000	0.010000	0
491	-0.258000	-0.035000	0.010000	0
492	-0.490000	-0.027000	0.010000	0
493	-0.482000	-0.027000	0.010000	0
494	-0.474000	-0.027000	0.010000	0
495	-0.466000	-0.027000	0.010000	0
496	-0.458000	-0.027000	0.010000	0
497	-0.450000	-0.027000	0.010000	0
498	-0.442000	-0.027000	0.010000	0
499	-0.434000	-0.027000	0.010000	0
500	-0.426000	-0.027000	0.010000	0
501	-0.418000	-0.027000	0.010000	0
502	-0.410000	-0.027000	0.010000	0
503	-0.402000	-0.027000	0.010000	0
504	-0.394000	-0.027000	0.010000	0
505	-0.386000	-0.027000	0.010000	0
506	-0.378000	-0.027000	0.010000	0
507	-0.370000	-0.027000	0.010000	0
508	-0.362000	-0.027000	0.010000	0
509	-0.354000	-0.027000	0.010000	0
510	-0.346000	-0.027000	0.010000	0
511	-0.338000	-0.027000	0.010000	0
512	-0.330000	-0.027000	0.010000	0
513	-0.322000	-0.027000	0.010000	0
514	-0.314000	-0.027000	0.010000	0
515	-0.306000	-0.027000	0.010000	0
516	-0.298000	-0.027000	0.010000	0
517	-0.290000	-0.027000	0.010000	0
518	-0.282000	-0.027000	0.010000	0
519	-0.274000	-0.027000	0.010000	0
520	-0.266000	-0.027000	0.010000	0
521	-0.258000	-0.027000	0.010000	0
522	-0.490000	-0.019000	0.010000	0
523	-0.482000	-0.019000	0.010000	0
524	-0.474000	-0.019000	0.010000	0
525	-0.466000	-0.019000	0.010000	0
526	-0.458000	-0.019000	0.010000	0
527	-0.450000	-0.019000	0.010000	0
528	-0.442000	-0.019000	0.010000	0
529	-0.434000	-0.019000	0.010000	0
530	-0.426000	-0.019000	0.010000	0
531	-0.418000	-0.019000	0.010000	0
532	-0.410000	-0.019000	0.010000	0
533	-0.402000	-0.019000	0.010000	0
534	-0.394000	-0.019000	0.010000	0
535	-0.386000	-0.019000	0.010000	0
536	-0.378000	-0.019000	0.010000	0
537	-0.370000	-0.019000	0.010000	0
538	-0.362000	-0.019000	0.010000	0
539	-0.354000	-0.019000	0.010000	0
540	-0.346000	-0.019000	0.010000	0
541	-0.338000	-0.019000	0.010000	0
542	-0.330000	-0.019000	0.010000	0
543	-0.322000	-0.019000	0.010000	0
544	-0.314000	-0.019000	0.010000	0
545	-0.306000	-0.019000	0.010000	0
546	-0.298000	-0.019000	0.010000	0
547	-0.290000	-0.019000	0.010000	0
548	-0.282000	-0.019000	0.010000	0
549	-0.274000	-0.019000	0.010000	0
550	-0.266000	-0.019000	0.010000	0
551	-0.258000	-0.019000	0.010000	0
552	-0.490000	-0.011000	0.010000	0
553	-0.482000	-0.011000	0.010000	0
554	-0.474000	-0.011000	0.010000	0
555	-0.466000	-0.011000	0.010000	0
556	-0.458000	-0.011000	0.010000	0
557	-0.450000	-0.011000	0.010000	0
558	-0.442000	-0.011000	0.010000	0
559	-0.434000	-0.011000	0.010000	0
560	-0.426000	-0.011000	0.010000	0
561	-0.418000	-0.011000	0.010000	0
562	-0.410000	-0.011000	0.010000	0
563	-0.402000	-0.011000	0.010000	0
564	-0.394000	-0.011000	0.010000	0
565	-0.386000	-0.011000	0.010000	0
566	-0.378000	-0.011000	0.010000	0
567	-0.370000	-0.011000	0.010000	0
568	-0.362000	-0.011000	0.010000	0
569	-0.354000	-0.011000	0.010000	0
570	-0.346000	-0.011000	0.010000	0
571	-0.338000	-0.011000	0.010000	0
572	-0.330000	-0.011000	0.010000	0
573	-0.322000	-0.011000	0.010000	0
574	-0.314000	-0.011000	0.010000	0
575	-0.306000	-0.011000	0.010000	0
576	-0.298000	-0.011000	0.010000	0
577	-0.290000	-0.011000	0.010000	0
578	-0.282000	-0.011000	0.010000	0
579	-0.274000	-0.011000	0.010000	0
580	-0.266000	-0.011000	0.010000	0
581	-0.258000	-0.011000	0.010000	0
582	-0.490000	-0.003000	0.010000	0
583	-0.482000	-0.003000	0.010000	0
584	-0.474000	-0.003000	0.010000	0
585	-0.466000	-0.003000	0.010000	0
586	-0.458000	-0.003000	0.010000	0
587	-0.450000	-0.003000	0.010000	0
588	-0.442000	-0.003000	0.010000	0
589	-0.434000	-0.003000	0.010000	0
590	-0.426000	-0.003000	0.010000	0
591	-0.418000	-0.003000	0.010000	0
592	-0.410000	-0.003000	0.010000	0
593	-0.402000	-0.003000	0.010000	0
594	-0.394000	-0.003000	0.010000	0
595	-0.386000	-0.003000	0.010000	0
596	-0.378000	-0.003000	0.010000	0
597	-0.370000	-0.003000	0.010000	0
598	-0.362000	-0.003000	0.010000	0
599	-0.354000	-0.003000	0.010000	0
600	-0.346000	-0.003000	0.010000	0
601	-0.338000	-0.003000	0.010000	0
602	-0.330000	-0.003000	0.010000	0
603	-0.322000	-0.003000	0.010000	0
604	-0.314000	-0.003000	0.010000	0
605	-0.306000	-0.003000	0.010000	0
606	-0.298000	-0.003000	0.010000	0
607	-0.290000	-0.003000	0.010000	0
608	-0.282000	-0.003000	0.010000	0
609	-0.274000	-0.003000	0.010000	0
610	-0.266000	-0.003000	0.010000	0
611	-0.258000	-0.003000	0.010000	0
612	-0.490000	0.005000	0.010000	0
613	-0.482000	0.005000	0.010000	0
614	-0.474000	0.005000	0.010000	0
615	-0.466000	0.005000	0.010000	0
616	-0.458000	0.005000	0.010000	0
617	-0.450000	0.005000	0.010000	0
618	-0.442000	0.005000	0.010000	0
619	-0.434000	0.005000	0.010000	0
620	-0.426000	0.005000	0.010000	0
621	-0.418000	0.005000	0.010000	0
622	-0.410000	0.005000	0.010000	0
623	-0.402000	0.005000	0.010000	0
624	-0.394000	0.005000	0.010000	0
625	-0.386000	0.005000	0.010000	0
626	-0.378000	0.005000	0.010000	0
627	-0.370000	0.005000	0.010000	0
628	-0.362000	0.005000	0.010000	0
629	-0.354000	0.005000	0.010000	0
630	-0.346000	0.005000	0.010000	0
631	-0.338000	0.005000	0.010000	0
632	-0.330000	0.005000	0.010000	0
633	-0.322000	0.005000	0.010000	0
634	-0.314000	0.005000	0.010000	0
635	-0.306000	0.005000	0.010000	0
636	-0.298000	0.005000	0.010000	0
637	-0.290000	0.005000	0.010000	0
638	-0.282000	0.005000	0.010000	0
639	-0.274000	0.005000	0.010000	0
640	-0.266000	0.005000	0.010000	0
641	-0.258000	0.005000	0.010000	0
642	-0.490000	0.013000	0.010000	0
643	-0.482000	0.013000	0.010000	0
644	-0.474000	0.013000	0.010000	0
645	-0.466000	0.013000	0.010000	0
646	-0.458000	0.013000	0.010000	0
647	-0.450000	0.013000	0.010000	0
648	-0.442000	0.013000	0.010000	0
649	-0.434000	0.013000	0.010000	0
650	-0.426000	0.013000	0.010000	0
651	-0.418000	0.013000	0.010000	0
652	-0.410000	0.013000	0.010000	0
653	-0.402000	0.013000	0.010000	0
654	-0.394000	0.013000	0.010000	0
655	-0.386000	0.013000	0.010000	0
656	-0.378000	0.013000	0.010000	0
657	-0.370000	0.013000	0.010000	0
658	-0.362000	0.013000	0.010000	0
659	-0.354000	0.013000	0.010000	0
660	-0.346000	0.013000	0.010000	0
661	-0.338000	0.013000	0.010000	0
662	-0.330000	0.013000	0.010000	0
663	-0.322000	0.013000	0.010000	0
664	-0.314000	0.013000	0.010000	0
665	-0.306000	0.013000	0.010000	0
666	-0.298000	0.013000	0.010000	0
667	-0.290000	0.013000	0.010000	0
668	-0.282000	0.013000	0.010000	0
669	-0.274000	0.013000	0.010000	0
