id	posx	posy	h	type
670	-0.266000	0.013000	0.010000	0
671	-0.258000	0.013000	0.010000	0
672	-0.490000	0.021000	0.010000	0
673	-0.482000	0.021000	0.010000	0
674	-0.474000	0.021000	0.010000	0
675	-0.466000	0.021000	0.010000	0
676	-0.458000	0.021000	0.010000	0
677	-0.450000	0.021000	0.010000	0
678	-0.442000	0.021000	0.010000	0
679	-0.434000	0.021000	0.010000	0
680	-0.426000	0.021000	0.010000	0
681	-0.418000	0.021000	0.010000	0
682	-0.410000	0.021000	0.010000	0
683	-0.402000	0.021000	0.010000	0
684	-0.394000	0.021000	0.010000	0
685	-0.386000	0.021000	0.010000	0
686	-0.378000	0.021000	0.010000	0
687	-0.370000	0.021000	0.010000	0
688	-0.362000	0.021000	0.010000	0
689	-0.354000	0.021000	0.010000	0
690	-0.346000	0.021000	0.010000	0
691	-0.338000	0.021000	0.010000	0
692	-0.330000	0.021000	0.010000	0
693	-0.322000	0.021000	0.010000	0
694	-0.314000	0.021000	0.010000	0
695	-0.306000	0.021000	0.010000	0
696	-0.298000	0.021000	0.010000	0
697	-0.290000	0.021000	0.010000	0
698	-0.282000	0.021000	0.010000	0
699	-0.274000	0.021000	0.010000	0
700	-0.266000	0.021000	0.010000	0
701	-0.258000	0.021000	0.010000	0
702	-0.490000	0.029000	0.010000	0
703	-0.482000	0.029000	0.010000	0
704	-0.474000	0.029000	0.010000	0
705	-0.466000	0.029000	0.010000	0
706	-0.458000	0.029000	0.010000	0
707	-0.450000	0.029000	0.010000	0
708	-0.442000	0.029000	0.010000	0
709	-0.434000	0.029000	0.010000	0
710	-0.426000	0.029000	0.010000	0
711	-0.418000	0.029000	0.010000	0
712	-0.410000	0.029000	0.010000	0
713	-0.402000	0.029000	0.010000	0
714	-0.394000	0.029000	0.010000	0
715	-0.386000	0.029000	0.010000	0
716	-0.378000	0.029000	0.010000	0
717	-0.370000	0.029000	0.010000	0
718	-0.362000	0.029000	0.010000	0
719	-0.354000	0.029000	0.010000	0
720	-0.346000	0.029000	0.010000	0
721	-0.338000	0.029000	0.010000	0
722	-0.330000	0.029000	0.010000	0
723	-0.322000	0.029000	0.010000	0
724	-0.314000	0.029000	0.010000	0
725	-0.306000	0.029000	0.010000	0
726	-0.298000	0.029000	0.010000	0
727	-0.290000	0.029000	0.010000	0
728	-0.282000	0.029000	0.010000	0
729	-0.274000	0.029000	0.010000	0
730	-0.266000	0.029000	0.010000	0
731	-0.258000	0.029000	0.010000	0
732	-0.490000	0.037000	0.010000	0
733	-0.482000	0.037000	0.010000	0
734	-0.474000	0.037000	0.010000	0
735	-0.466000	0.037000	0.010000	0
736	-0.458000	0.037000	0.010000	0
737	-0.450000	0.037000	0.010000	0
738	-0.442000	0.037000	0.010000	0
739	-0.434000	0.037000	0.010000	0
740	-0.426000	0.037000	0.010000	0
741	-0.418000	0.037000	0.010000	0
742	-0.410000	0.037000	0.010000	0
743	-0.402000	0.037000	0.010000	0
744	-0.394000	0.037000	0.010000	0
745	-0.386000	0.037000	0.010000	0
746	-0.378000	0.037000	0.010000	0
747	-0.370000	0.037000	0.010000	0
748	-0.362000	0.037000	0.010000	0
749	-0.354000	0.037000	0.010000	0
750	-0.346000	0.037000	0.010000	0
751	-0.338000	0.037000	0.010000	0
752	-0.330000	0.037000	0.010000	0
753	-0.322000	0.037000	0.010000	0
754	-0.314000	0.037000	0.010000	0
755	-0.306000	0.037000	0.010000	0
756	-0.298000	0.037000	0.010000	0
757	-0.290000	0.037000	0.010000	0
758	-0.282000	0.037000	0.010000	0
759	-0.274000	0.037000	0.010000	0
760	-0.266000	0.037000	0.010000	0
761	-0.258000	0.037000	0.010000	0
762	-0.490000	0.045000	0.010000	0
763	-0.482000	0.045000	0.010000	0
764	-0.474000	0.045000	0.010000	0
765	-0.466000	0.045000	0.010000	0
766	-0.458000	0.045000	0.010000	0
767	-0.450000	0.045000	0.010000	0
768	-0.442000	0.045000	0.010000	0
769	-0.434000	0.045000	0.010000	0
770	-0.426000	0.045000	0.010000	0
771	-0.418000	0.045000	0.010000	0
772	-0.410000	0.045000	0.010000	0
773	-0.402000	0.045000	0.010000	0
774	-0.394000	0.045000	0.010000	0
775	-0.386000	0.045000	0.010000	0
776	-0.378000	0.045000	0.010000	0
777	-0.370000	0.045000	0.010000	0
778	-0.362000	0.045000	0.010000	0
779	-0.354000	0.045000	0.010000	0
780	-0.346000	0.045000	0.010000	0
781	-0.338000	0.045000	0.010000	0
782	-0.330000	0.045000	0.010000	0
783	-0.322000	0.045000	0.010000	0
784	-0.314000	0.045000	0.010000	0
785	-0.306000	0.045000	0.010000	0
786	-0.298000	0.045000	0.010000	0
787	-0.290000	0.045000	0.010000	0
788	-0.282000	0.045000	0.010000	0
789	-0.274000	0.045000	0.010000	0
790	-0.266000	0.045000	0.010000	0
791	-0.258000	0.045000	0.010000	0
792	-0.490000	0.053000	0.010000	0
793	-0.482000	0.053000	0.010000	0
794	-0.474000	0.053000	0.010000	0
795	-0.466000	0.053000	0.010000	0
796	-0.458000	0.053000	0.010000	0
797	-0.450000	0.053000	0.010000	0
798	-0.442000	0.053000	0.010000	0
799	-0.434000	0.053000	0.010000	0
800	-0.426000	0.053000	0.010000	0
801	-0.418000	0.053000	0.010000	0
802	-0.410000	0.053000	0.010000	0
803	-0.402000	0.053000	0.010000	0
804	-0.394000	0.053000	0.010000	0
805	-0.386000	0.053000	0.010000	0
806	-0.378000	0.053000	0.010000	0
807	-0.370000	0.053000	0.010000	0
808	-0.362000	0.053000	0.010000	0
809	-0.354000	0.053000	0.010000	0
810	-0.346000	0.053000	0.010000	0
811	-0.338000	0.053000	0.010000	0
812	-0.330000	0.053000	0.010000	0
813	-0.322000	0.053000	0.010000	0
814	-0.314000	0.053000	0.010000	0
815	-0.306000	0.053000	0.010000	0
816	-0.298000	0.053000	0.010000	0
817	-0.290000	0.053000	0.010000	0
818	-0.282000	0.053000	0.010000	0
819	-0.274000	0.053000	0.010000	0
820	-0.266000	0.053000	0.010000	0
821	-0.258000	0.053000	0.010000	0
822	-0.490000	0.061000	0.010000	0
823	-0.482000	0.061000	0.010000	0
824	-0.474000	0.061000	0.010000	0
825	-0.466000	0.061000	0.010000	0
826	-0.458000	0.061000	0.010000	0
827	-0.450000	0.061000	0.010000	0
828	-0.442000	0.061000	0.010000	0
829	-0.434000	0.061000	0.010000	0
830	-0.426000	0.061000	0.010000	0
831	-0.418000	0.061000	0.010000	0
832	-0.410000	0.061000	0.010000	0
833	-0.402000	0.061000	0.010000	0
834	-0.394000	0.061000	0.010000	0
835	-0.386000	0.061000	0.010000	0
836	-0.378000	0.061000	0.010000	0
837	-0.370000	0.061000	0.010000	0
838	-0.362000	0.061000	0.010000	0
839	-0.354000	0.061000	0.010000	0
840	-0.346000	0.061000	0.010000	0
841	-0.338000	0.061000	0.010000	0
842	-0.330000	0.061000	0.010000	0
843	-0.322000	0.061000	0.010000	0
844	-0.314000	0.061000	0.010000	0
845	-0.306000	0.061000	0.010000	0
846	-0.298000	0.061000	0.010000	0
847	-0.290000	0.061000	0.010000	0
848	-0.282000	0.061000	0.010000	0
849	-0.274000	0.061000	0.010000	0
850	-0.266000	0.061000	0.010000	0
851	-0.258000	0.061000	0.010000	0
852	-0.490000	0.069000	0.010000	0
853	-0.482000	0.069000	0.010000	0
854	-0.474000	0.069000	0.010000	0
855	-0.466000	0.069000	0.010000	0
856	-0.458000	0.069000	0.010000	0
857	-0.450000	0.069000	0.010000	0
858	-0.442000	0.069000	0.010000	0
859	-0.434000	0.069000	0.010000	0
860	-0.426000	0.069000	0.010000	0
861	-0.418000	0.069000	0.010000	0
862	-0.410000	0.069000	0.010000	0
863	-0.402000	0.069000	0.010000	0
864	-0.394000	0.069000	0.010000	0
865	-0.386000	0.069000	0.010000	0
866	-0.378000	0.069000	0.010000	0
867	-0.370000	0.069000	0.010000	0
868	-0.362000	0.069000	0.010000	0
869	-0.354000	0.069000	0.010000	0
870	-0.346000	0.069000	0.010000	0
871	-0.338000	0.069000	0.010000	0
872	-0.330000	0.069000	0.010000	0
873	-0.322000	0.069000	0.010000	0
874	-0.314000	0.069000	0.010000	0
875	-0.306000	0.069000	0.010000	0
876	-0.298000	0.069000	0.010000	0
877	-0.290000	0.069000	0.010000	0
878	-0.282000	0.069000	0.010000	0
879	-0.274000	0.069000	0.010000	0
880	-0.266000	0.069000	0.010000	0
881	-0.258000	0.069000	0.010000	0
882	-0.490000	0.077000	0.010000	0
883	-0.482000	0.077000	0.010000	0
884	-0.474000	0.077000	0.010000	0
885	-0.466000	0.077000	0.010000	0
886	-0.458000	0.077000	0.010000	0
887	-0.450000	0.077000	0.010000	0
888	-0.442000	0.077000	0.010000	0
889	-0.434000	0.077000	0.010000	0
890	-0.426000	0.077000	0.010000	0
891	-0.418000	0.077000	0.010000	0
892	-0.410000	0.077000	0.010000	0
893	-0.402000	0.077000	0.010000	0
894	-0.394000	0.077000	0.010000	0
895	-0.386000	0.077000	0.010000	0
896	-0.378000	0.077000	0.010000	0
897	-0.370000	0.077000	0.010000	0
898	-0.362000	0.077000	0.010000	0
899	-0.354000	0.077000	0.010000	0
900	-0.346000	0.077000	0.010000	0
901	-0.338000	0.077000	0.010000	0
902	-0.330000	0.077000	0.010000	0
903	-0.322000	0.077000	0.010000	0
904	-0.314000	0.077000	0.010000	0
905	-0.306000	0.077000	0.010000	0
906	-0.298000	0.077000	0.010000	0
907	-0.290000	0.077000	0.010000	0
908	-0.282000	0.077000	0.010000	0
909	-0.274000	0.077000	0.010000	0
910	-0.266000	0.077000	0.010000	0
911	-0.258000	0.077000	0.010000	0
912	-0.490000	0.085000	0.010000	0
913	-0.482000	0.085000	0.010000	0
914	-0.474000	0.085000	0.010000	0
915	-0.466000	0.085000	0.010000	0
916	-0.458000	0.085000	0.010000	0
917	-0.450000	0.085000	0.010000	0
918	-0.442000	0.085000	0.010000	0
919	-0.434000	0.085000	0.010000	0
920	-0.426000	0.085000	0.010000	0
921	-0.418000	0.085000	0.010000	0
922	-0.410000	0.085000	0.010000	0
923	-0.402000	0.085000	0.010000	0
924	-0.394000	0.085000	0.010000	0
925	-0.386000	0.085000	0.010000	0
926	-0.378000	0.085000	0.010000	0
927	-0.370000	0.085000	0.010000	0
928	-0.362000	0.085000	0.010000	0
929	-0.354000	0.085000	0.010000	0
930	-0.346000	0.085000	0.010000	0
931	-0.338000	0.085000	0.010000	0
932	-0.330000	0.085000	0.010000	0
933	-0.322000	0.085000	0.010000	0
934	-0.314000	0.085000	0.010000	0
935	-0.306000	0.085000	0.010000	0
936	-0.298000	0.085000	0.010000	0
937	-0.290000	0.085000	0.010000	0
938	-0.282000	0.085000	0.010000	0
939	-0.274000	0.085000	0.010000	0
940	-0.266000	0.085000	0.010000	0
941	-0.258000	0.085000	0.010000	0
942	-0.490000	0.093000	0.010000	0
943	-0.482000	0.093000	0.010000	0
944	-0.474000	0.093000	0.010000	0
945	-0.466000	0.093000	0.010000	0
946	-0.458000	0.093000	0.010000	0
947	-0.450000	0.093000	0.010000	0
948	-0.442000	0.093000	0.010000	0
949	-0.434000	0.093000	0.010000	0
950	-0.426000	0.093000	0.010000	0
951	-0.418000	0.093000	0.010000	0
952	-0.410000	0.093000	0.010000	0
953	-0.402000	0.093000	0.010000	0
954	-0.394000	0.093000	0.010000	0
955	-0.386000	0.093000	0.010000	0
956	-0.378000	0.093000	0.010000	0
957	-0.370000	0.093000	0.010000	0
958	-0.362000	0.093000	0.010000	0
959	-0.354000	0.093000	0.010000	0
960	-0.346000	0.093000	0.010000	0
961	-0.338000	0.093000	0.010000	0
962	-0.330000	0.093000	0.010000	0
963	-0.322000	0.093000	0.010000	0
964	-0.314000	0.093000	0.010000	0
965	-0.306000	0.093000	0.010000	0
966	-0.298000	0.093000	0.010000	0
967	-0.290000	0.093000	0.010000	0
968	-0.282000	0.093000	0.010000	0
969	-0.274000	0.093000	0.010000	0
970	-0.266000	0.093000	0.010000	0
971	-0.258000	0.093000	0.010000	0
972	-0.490000	0.101000	0.010000	0
973	-0.482000	0.101000	0.010000	0
974	-0.474000	0.101000	0.010000	0
975	-0.466000	0.101000	0.010000	0
976	-0.458000	0.101000	0.010000	0
977	-0.450000	0.101000	0.010000	0
978	-0.442000	0.101000	0.010000	0
979	-0.434000	0.101000	0.010000	0
980	-0.426000	0.101000	0.010000	0
981	-0.418000	0.101000	0.010000	0
982	-0.410000	0.101000	0.010000	0
983	-0.402000	0.101000	0.010000	0
984	-0.394000	0.101000	0.010000	0
985	-0.386000	0.101000	0.010000	0
986	-0.378000	0.101000	0.010000	0
987	-0.370000	0.101000	0.010000	0
988	-0.362000	0.101000	0.010000	0
989	-0.354000	0.101000	0.010000	0
990	-0.346000	0.101000	0.010000	0
991	-0.338000	0.101000	0.010000	0
992	-0.330000	0.101000	0.010000	0
993	-0.322000	0.101000	0.010000	0
994	-0.314000	0.101000	0.010000	0
995	-0.306000	0.101000	0.010000	0
996	-0.298000	0.101000	0.010000	0
997	-0.290000	0.101000	0.010000	0
998	-0.282000	0.101000	0.010000	0
999	-0.274000	0.101000	0.010000	0
1000	-0.266000	0.101000	0.010000	0
1001	-0.258000	0.101000	0.010000	0
1002	-0.490000	0.109000	0.010000	0
1003	-0.482000	0.109000	0.010000	0
1004	-0.474000	0.109000	0.010000	0
1005	-0.466000	0.109000	0.010000	0
1006	-0.458000	0.109000	0.010000	0
1007	-0.450000	0.109000	0.010000	0
1008	-0.442000	0.109000	0.010000	0
1009	-0.434000	0.109000	0.010000	0
1010	-0.426000	0.109000	0.010000	0
1011	-0.418000	0.109000	0.010000	0
1012	-0.410000	0.109000	0.010000	0
1013	-0.402000	0.109000	0.010000	0
1014	-0.394000	0.109000	0.010000	0
1015	-0.386000	0.109000	0.010000	0
1016	-0.378000	0.109000	0.010000	0
1017	-0.370000	0.109000	0.010000	0
1018	-0.362000	0.109000	0.010000	0
1019	-0.354000	0.109000	0.010000	0
1020	-0.346000	0.109000	0.010000	0
1021	-0.338000	0.109000	0.010000	0
1022	-0.330000	0.109000	0.010000	0
1023	-0.322000	0.109000	0.010000	0
1024	-0.314000	0.109000	0.010000	0
1025	-0.306000	0.109000	0.010000	0
1026	-0.298000	0.109000	0.010000	0
1027	-0.290000	0.109000	0.010000	0
1028	-0.282000	0.109000	0.010000	0
1029	-0.274000	0.109000	0.010000	0
1030	-0.266000	0.109000	0.010000	0
1031	-0.258000	0.109000	0.010000	0
1032	-0.490000	0.117000	0.010000	0
1033	-0.482000	0.117000	0.010000	0
1034	-0.474000	0.117000	0.010000	0
1035	-0.466000	0.117000	0.010000	0
1036	-0.458000	0.117000	0.010000	0
1037	-0.450000	0.117000	0.010000	0
1038	-0.442000	0.117000	0.010000	0
1039	-0.434000	0.117000	0.010000	0
1040	-0.426000	0.117000	0.010000	0
1041	-0.418000	0.117000	0.010000	0
1042	-0.410000	0.117000	0.010000	0
1043	-0.402000	0.117000	0.010000	0
1044	-0.394000	0.117000	0.010000	0
1045	-0.386000	0.117000	0.010000	0
1046	-0.378000	0.117000	0.010000	0
1047	-0.370000	0.117000	0.010000	0
1048	-0.362000	0.117000	0.010000	0
1049	-0.354000	0.117000	0.010000	0
1050	-0.346000	0.117000	0.010000	0
1051	-0.338000	0.117000	0.010000	0
1052	-0.330000	0.117000	0.010000	0
1053	-0.322000	0.117000	0.010000	0
1054	-0.314000	0.117000	0.010000	0
1055	-0.306000	0.117000	0.010000	0
1056	-0.298000	0.117000	0.010000	0
1057	-0.290000	0.117000	0.010000	0
1058	-0.282000	0.117000	0.010000	0
1059	-0.274000	0.117000	0.010000	0
1060	-0.266000	0.117000	0.010000	0
1061	-0.258000	0.117000	0.010000	0
